image_name| comment_number| comment
5149869859.jpg| 4| A group of young boys play a basketball game .
5235619020.jpg| 0| A college basketball game with tall black male at the free throw line with ball in the air .
5235619020.jpg| 1| A basketball player is taking a foul shot as his teammates and the opposing team watch .
5235619020.jpg| 2| A basketball player in a black uniform takes a free throw shot .
5235619020.jpg| 3| A basketball player shooting the ball on the court .
5235619020.jpg| 4| A basketball player shooting a free throw .
5340461911.jpg| 0| Boston College and North Carolina women 's basketball team at the free throw line .
5340461911.jpg| 1| A female basketball player in a white uniform is shooting a free throw .
5340461911.jpg| 2| Female basketball players watching someone make a free throw .
5340461911.jpg| 3| in a girls basketball game she is shooting a foul shot
5340461911.jpg| 4| A woman shoots a free throw at a basketball game .
5341071664.jpg| 0| Rival female basketball teams are playing a game in front of an audience at an indoor arena .
5341071664.jpg| 1| The ball is in midair
5341071664.jpg| 2| Two female basketball teams watch suspenseful as the basketball nears the basket .
5341071664.jpg| 3| A woman 's basketball game with 17 min and 53 seconds on the clock .
5341071664.jpg| 4| Two collegiate women 's basketball teams competing for a rebound .
5460845581.jpg| 0| A basketball player in white takes a jump shot while a blue defender jumps to block his shot while teammates watch in the background .
5460845581.jpg| 1| A basketball player in a white uniform is attempting to block a shot from a basketball player in a dark blue uniform .
5460845581.jpg| 2| Two male youth basketball players on opposing teams are jumping towards one another .
5460845581.jpg| 3| A basketball game between two high school teams .
5460845581.jpg| 4| Two basketball players contend for a rebound .
566794036.jpg| 0| An athlete in red shorts is caught frozen during a basketball move .
566794036.jpg| 1| A shirtless man in red shorts bouncing a basketball on a court .
566794036.jpg| 2| A man wearing red shorts dribbles a basketball behind him .
566794036.jpg| 3| Man in red shorts bouncing a basketball .
566794036.jpg| 4| A man with no shirt plays basketball .
6142033763.jpg| 0| Four young men are playing indoor basketball while one jumps to reach the ball .
6142033763.jpg| 1| Youth basketball players are having a game
6142033763.jpg| 2| Four guys three are in a white shirt on in a black shirt playing ball .
6142033763.jpg| 3| A man in a blue uniform jumps in the air to shoot a basketball .
6142033763.jpg| 4| there are four males in a gym one is jumping up .
6160319160.jpg| 0| A teenage male wearing red shorts and a gray tank top is standing on concrete and pointing to a brown basketball which has the words True Grip written on it .
6160319160.jpg| 1| A young man poses with a basketball
6160319160.jpg| 2| A boy prepares to play some basketball while listening to his favorite music .
6160319160.jpg| 3| A black man holding a basketball while listening to music on his iPod .
6160319160.jpg| 4| A young man is pointing to his basketball .
6198363555.jpg| 0| A group a man playing basketball on a makeshift court .
6198363555.jpg| 1| A group of young men are playing basketball outdoors .
6198363555.jpg| 2| A group of young people playing a game of basketball .
6198363555.jpg| 3| Four men play a basketball game against each other .
6198363555.jpg| 4| A group of men are playing basketball .
6283530328.jpg| 0| Two young woman celebrating in the midst of a girls basketball team called the Crusaders .
6283530328.jpg| 1| A women 's high school basketball team groups on a basketball court .
6283530328.jpg| 2| Young female volleyball team stand on the sidelines to prepare .
6283530328.jpg| 3| A team of volleyball players are getting ready to play .
6283530328.jpg| 4| Volleyball players celebrate .
6422968349.jpg| 0| A boy in a black basketball uniform reading  Anderson  poses to shoot while another  Anderson  player and a white clad  Mavs  player watches him .
6422968349.jpg| 1| The young Anderson player is attempting to shoot while his opponent and teammate look on .
6422968349.jpg| 2| A boy shooting a basketball while several people in the stands look uninterested .
6422968349.jpg| 3| A basketball player prepares to throw the ball in a game at the school gym .
6422968349.jpg| 4| A young boy wearing a black jersey is shooting a basketball .
6462908751.jpg| 0| Four guys are playing basketball and the floor is gold with blue
6462908751.jpg| 1| A basketball player dressed in white watches his opponent
6462908751.jpg| 2| High school kids playing basketball in a gym while lots of spectators look on .
6462908751.jpg| 3| Basketball players engage in trying to stop the other team .
6462908751.jpg| 4| A boy is dribbling a basketball during a basketball game .
6474645169.jpg| 0| A basketball player from Penn State dribbles a ball while being surrounded by Lafayette players .
6474645169.jpg| 1| A basketball game showing Lafayette player number 32 and Penn State player number 23 .
6474645169.jpg| 2| A basketball player in white squats while a player in red moves toward him .
6474645169.jpg| 3| Men from Lafayette and Penn State are playing basketball .
6474645169.jpg| 4| The two college basketball teams are playing a game .
6474862163.jpg| 0| A basketball player is making a jump shot with an opposing player in the foreground .
6474862163.jpg| 1| A basketball player going for a shot
6474862163.jpg| 2| A basketball player is making a jump shot with an opposing player in the foreground .
6474862163.jpg| 3| A man in a white basketball uniform shooting for the basket .
6474862163.jpg| 4| A basketball player is shooting a basketball .
6474894623.jpg| 0| Two basketball teams playing a small game watching a ball as it flies towards the goal .
6474894623.jpg| 1| There are more white and blue players in this photograph than burgundy and white .
6474894623.jpg| 2| Two teams of men are playing basketball on a court in an empty stadium .
6474894623.jpg| 3| A basketball player has just made a shot and is falling over .
6474894623.jpg| 4| A layup looks like it 's about to go in .
6474991347.jpg| 0| Two teams that appear from college playing basketball .
6474991347.jpg| 1| Two basketball teams are scrambling for the ball in play .
6474991347.jpg| 2| Young men are playing basketball in front of the crowd .
6474991347.jpg| 3| Two teams that appear from college playing basketball .
6474991347.jpg| 4| 5 basketball players trying to get the ball .
6475050767.jpg| 0| Basketball player tries to get around a defender
6475050767.jpg| 1| Basketball players playing in front of a small audience
6475050767.jpg| 2| A basketball player is dribbling the ball .
6475050767.jpg| 3| Boys are playing basketball in a stadium .
6475050767.jpg| 4| Guy playing college basketball .
6547412713.jpg| 0| A young man in a park setting has just made a slam dunk on a basketball hoop .
6547412713.jpg| 1| A man in a white sleeveless shirt dunks a basketball on a clear crisp day .
6547412713.jpg| 2| A man dunking a basketball on an outdoor court .
6547412713.jpg| 3| A young man dunks a basketball .
6547412713.jpg| 4| A basket player is scoring .
6706751023.jpg| 0| a basketball player in a white uniform is dribbling the basketball against a player in a black uniform .
6706751023.jpg| 1| A girl in a white basketball uniform is dribbling a basketball past a girl in a black uniform .
6706751023.jpg| 2| A girl basketball player is dribbling a basketball past another player .
6706751023.jpg| 3| Two women competing in a all women basketball game .
6706751023.jpg| 4| a basketball player trying to keep the ball
6780320278.jpg| 0| A man in a white t-shirt is about to dunk a basketball through a net-less hoop .
6780320278.jpg| 1| A male in a white shirt and dark shorts is outside playing basketball .
6780320278.jpg| 2| A young man leaps in the air while playing basketball .
6780320278.jpg| 3| A man playing basketball in a beautiful day .
6780320278.jpg| 4| A man jumping to make a basketball shot .
6782145166.jpg| 0| A man is attempting to make a basket in a basketball game and a member from the opposing team is trying to stop him .
6782145166.jpg| 1| A college basketball player rises for a jump shot while the opposing player attempts to block the shot .
6782145166.jpg| 2| One basketball player is shooting the ball while another one is trying to block his shot .
6782145166.jpg| 3| College basketball player going up for a jump shot while another attempts to defend .
6782145166.jpg| 4| A college basketball game while a player is trying to pass the ball .
6790355893.jpg| 0| Children playing basketball are captured with the team member in possession captured midair during a jump shot and the defending team blocking from the ground .
6790355893.jpg| 1| A young man in a white uniform is shooting a basket and two other young men in orange uniforms are trying to block his shot .
